OBJECTID,OBJECTID_MODE,Mode_Centroid,FacilityID,FacilityID_Mode,X,Y,Name,Target break,Mode standard,Standard?,Cluster sample?,FromBreak,ToBreak,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,1_Total_Pat,2_Empden,3_Popden,4_Dwell,5_ActDen,6_PropComm,7_RetailEmp,8_Balance,9_LUEntropy,10_HousingDiv,11_PedConnect,12_PBN,13_DestScore,14_DestCount,15_Parkiteer,16_CBDDist,17_ACDist,18_ACCount,19 _FTZ,20_Parking,21_PropUrban,22_EmpAccess,23_C_LOS,24_O_Bus_LOS,25_O_Tram_LOS,26_O_Train_LOS,27_O_LOS,28_PropFTE,29_MeanSize,30_MedInc,31_PropOS,32_PropBach,0.1_Centroid_patronage,0.2_Bus_patronage,0.2_Bus_Censored,ln_Centroid,ln_bus,ln_emp,ln_pop,Co-located_outlier_tracking
281,281-tram,tram,618,618-tram,314854.9878,5814648.039,Location 618 : 0 - 600,600,600,yes,No,0,600,50,1853,4344.685576,874169.6711,36.67970801,2836.09,4780.69,1927.03,7616.78,0.4,212.38,0.09,0.61,8,201.33,0,7,91,0,6.13,0.4,1,0,0,0.8,224167.09,19.38,72.54,19.69,0,39.08,0.5,2.48,300,0.05,0.51,36.68,23.5,23.5,3.6,3.16,7.95,8.47,
279,279-tram,tram,621,621-tram,314821.0361,5814719.995,Location 621 : 0 - 600,600,600,yes,No,0,600,50,1849,4413.501355,842129.23,36.67970801,2836.09,4659.9,1894.23,7495.99,0.35,212.38,0.09,0.62,8,204.24,0,7,86,0,6.18,0.48,1,0,0,0.8,197531.25,19.69,72.54,19.38,0,39.08,0.5,2.46,300,0.05,0.52,36.68,23.5,23.5,3.6,3.16,7.95,8.45,
282,282-tram,tram,619,619-tram,322021.5109,5814633.499,Location 619 : 0 - 600,600,600,yes,No,0,600,50,1856,3872.804938,903233.1861,658.4282941,9857.47,8225.41,3392.72,18082.88,0.42,760.7,0.17,0.48,8,179.36,0.32,7,86,0,2.19,0.01,1,0,0,0.93,357442.66,59.08,34,0,0,59.08,0.65,2.42,650,0.07,0.63,658.43,168.1,168.1,6.49,5.12,9.2,9.01,
2229,2229-tram,tram,617,617-tram,328349.0114,5814640.449,Location 617 : 0 - 600,600,600,yes,No,0,600,50,1850,4445.180975,900376.0878,177.5083273,869.62,3076.8,1147.08,3946.42,0.05,50.58,0.03,0.45,6,79.97,0.84,4,41,0,7.83,1.9,0,0,0,0.81,66429.76,52,47.31,0,0,52,0.57,2.68,650,0.02,0.66,177.51,263.4,263.4,5.18,5.57,6.77,8.03,
274,274-tram,tram,614,614-tram,321699.9551,5814614.047,Location 614 : 0 - 600,600,600,yes,No,0,600,50,1841,3854.115283,896136.2656,329.915048,9402.82,7345,3023.68,16747.81,0.27,593.31,0.15,0.56,8,188.59,0.15,7,78,0,1.99,0.32,1,0,0,0.85,366067.09,31.46,34.23,32.31,0,63.77,0.64,2.43,650,0.06,0.65,329.92,77.5,77.5,5.8,4.35,9.15,8.9,
277,277-tram,tram,622,622-tram,321708.0116,5814726.017,Location 622 : 0 - 600,600,600,yes,No,0,600,50,1846,3939.157819,927044.1684,329.915048,9114.14,7689.76,3151.45,16803.9,0.27,571.84,0.14,0.54,8,189.85,0.15,7,90,0,2.1,0.32,1,0,0,0.87,366067.09,32.31,34.23,31.46,0,63.77,0.64,2.44,650,0.06,0.65,329.92,77.5,77.5,5.8,4.35,9.12,8.95,
273,273-tram,tram,624,624-tram,321042.5168,5814755.976,Location 624 : 0 - 600,600,600,yes,No,0,600,50,1840,4654.572028,806838.7,484.8551933,8120.05,9812.57,3934.42,17932.63,0.23,292.18,0.06,0.55,8,199.54,0.32,7,72,0,1.91,0.41,1,0,0,0.96,375800.54,106.85,34.15,0,0,106.85,0.46,2.49,100,0.08,0.63,484.86,280.4,280.4,6.18,5.64,9,9.19,
263,263-tram,tram,630,630-tram,314706.4977,5814871.017,Location 630 : 0 - 600,600,600,yes,No,0,600,50,1822,4058.859007,797159.3564,73.35941602,2836.09,4439.77,1837.95,7275.87,0.23,212.38,0.09,0.6,8,175.62,0,6,71,0,6.33,0.67,0,0,0,0.82,124937.2,39.08,72.46,0,0,39.08,0.51,2.42,300,0.06,0.52,73.36,152.5,152.5,4.3,5.03,7.95,8.4,
2215,2215-tram,tram,631,631-tram,320215.4977,5814898.479,Location 631 : 0 - 600,600,600,yes,No,0,600,50,1819,4060.271354,668236.0385,692.433848,6881.2,2923.17,693.45,9804.37,0.03,49.78,0.03,0.56,8,152.64,0.32,5,44,0,2.08,0.97,0,0,0,0.7,400331.13,79.69,17.92,0,0,79.69,0.34,4.22,100,0.03,0.67,692.43,11.8,11.8,6.54,2.47,8.84,7.98,
2204,2204-tram,tram,639,639-tram,314528.0073,5815123.016,Location 639 : 0 - 600,600,600,yes,No,0,600,50,1795,4546.464992,782446.3411,73.35941602,2836.09,4724.98,1906.56,7561.07,0.09,212.38,0.09,0.53,8,138.03,0,6,49,0,6.59,0.98,0,0,0,0.83,126871.69,39.15,103.23,0,0,39.15,0.46,2.48,150,0.08,0.5,73.36,38,38,4.3,3.64,7.95,8.46,
2201,2201-tram,tram,640,640-tram,322072.957,5815159.003,Location 640 : 0 - 600,600,600,yes,No,0,600,50,1792,4097.573266,905041.1104,329.2141471,5632.73,5687.79,2375.33,11320.52,0.32,455.2,0.15,0.58,8,160.21,0.32,7,70,0,2.65,0.52,1,0,0,0.81,283142.65,29.08,4,30,0,59.08,0.67,2.39,800,0.03,0.68,329.21,13.2,13.2,5.8,2.58,8.64,8.65,
245,245-tram,tram,644,644-tram,322094.9696,5815236.969,Location 644 : 0 - 600,600,600,yes,tram,0,600,50,1780,4015.778411,905771.9585,161.0810098,4836.83,5481.23,2278.22,10318.06,0.26,394.27,0.13,0.6,8,158.98,0.32,7,61,0,2.73,0.6,1,0,0,0.78,356075.79,30,4,29.08,0,59.08,0.66,2.41,800,0.04,0.69,161.08,13.2,13.2,5.08,2.58,8.48,8.61,
247,247-tram,tram,642,642-tram,321762.9761,5815198.034,Location 642 : 0 - 600,600,600,yes,No,0,600,50,1786,3920.96169,929407.8033,329.915048,5271.65,7525.58,2994.13,12797.23,0.18,354.61,0.09,0.49,8,157.09,0,7,80,0,2.54,0.62,0,0,0,0.85,382199.82,32.15,4,31.31,0,63.46,0.61,2.51,650,0.07,0.66,329.92,7.5,7.5,5.8,2.01,8.57,8.93,
240,240-tram,tram,647,647-tram,321772.973,5815248.985,Location 647 : 0 - 600,600,600,yes,No,0,600,50,1771,3979.06937,922744.9609,329.915048,4799.37,7283.51,2910.64,12082.88,0.16,325.12,0.09,0.49,8,148.47,0,7,79,0,2.59,0.66,0,0,0,0.84,371603.04,31.31,4,32.15,0,63.46,0.61,2.5,650,0.07,0.66,329.92,7.5,7.5,5.8,2.01,8.48,8.89,
2186,2186-tram,tram,649,649-tram,314180.9916,5815256.464,Location 649 : 0 - 600,600,600,yes,No,0,600,50,1765,5031.599718,783509.9224,196.1699017,2748.3,5132.78,1976.14,7881.08,0.16,229.64,0.09,0.5,8,121.25,0,6,54,0,6.96,1.3,0,0,0,0.85,34740.04,39.38,110.62,0,0,39.38,0.48,2.6,300,0.07,0.51,196.17,193.8,193.8,5.28,5.27,7.92,8.54,
2207,2207-tram,tram,636,636-tram,321095.5199,5815081.468,Location 636 : 0 - 600,600,600,yes,No,0,600,50,1804,3638.61293,644512.451,484.8551933,6273.54,10243.82,3983.58,16517.36,0.13,264.54,0.05,0.46,8,156.71,0,7,63,0,2.23,0.74,0,0,0,0.84,381647.77,106.92,2,0,0,106.92,0.48,2.57,150,0.09,0.62,484.86,1.3,1.3,6.18,0.26,8.74,9.23,
241,241-tram,tram,646,646-tram,321109.0325,5815242.017,Location 646 : 0 - 600,600,600,yes,No,0,600,50,1774,3826.360452,710319.2527,242.4275967,4864.95,8676.52,3211.36,13541.48,0.05,214.37,0.05,0.42,8,132.33,0,6,58,0,2.4,0.9,0,0,0,0.76,312222.59,53.23,4,53.62,0,106.85,0.49,2.7,150,0.1,0.63,242.43,8.2,8.2,5.49,2.1,8.49,9.07,
237,237-tram,tram,651,651-tram,321125.0194,5815304.978,Location 651 : 0 - 600,600,600,yes,tram,0,600,50,1759,4043.588758,746338.5322,242.4275967,4503.11,8323.36,3083.36,12826.47,0.03,200.71,0.05,0.4,8,121.93,0,6,52,0,2.46,0.97,0,0,0,0.75,382688.5,53.62,4,53.23,0,106.85,0.5,2.7,150,0.1,0.63,242.43,8.2,8.2,5.49,2.1,8.41,9.03,
2192,2192-tram,tram,645,645-tram,331351.9862,5815239.957,Location 645 : 0 - 600,600,600,yes,No,0,600,50,1777,4088.051986,909496.6009,108.4304878,365.39,2565.57,807.21,2930.96,0,35.83,0.03,0.14,7,62.67,0.16,4,32,0,10.89,3.8,0,0,0,0.94,27352.22,51.92,20.62,0,0,51.92,0.52,3.18,300,0.02,0.64,108.43,53.2,53.2,4.69,3.97,5.9,7.85,
2178,2178-tram,tram,653,653-tram,330738.5202,5815317.002,Location 653 : 0 - 600,600,600,yes,No,0,600,50,1753,4078.286148,833832.9777,216.8609756,365.39,3108.83,971.16,3474.22,0.02,35.83,0.02,0.18,6,61.16,0,4,33,0,10.31,4.16,0,0,0,0.96,27500.76,51.85,15.85,0,0,51.85,0.52,3.2,300,0.03,0.64,216.86,65.8,65.8,5.38,4.19,5.9,8.04,
238,238-tram,tram,648,648-tram,320242.031,5815238.499,Location 648 : 0 - 600,600,600,yes,No,0,600,50,1768,5356.689225,787752.3149,692.433848,5968.14,2350.01,415.87,8318.15,0.03,46.84,0.04,0.61,8,125.67,0.48,4,31,0,2.41,1.18,0,0,0,0.49,346338.49,79.69,15.85,0,0,79.69,0.31,5.65,1,0.03,0.67,692.43,1.7,1.7,6.54,0.53,8.69,7.76,
2179,2179-tram,tram,652,652-tram,329511.0045,5815327.018,Location 652 : 0 - 600,600,600,yes,No,0,600,50,1756,4358.108845,904203.0145,88.75416363,451.02,2559.41,867.54,3010.43,0.03,32.15,0.02,0.37,6,61.93,0.53,5,37,0,9.13,3.24,0,0,0,0.86,25592.32,25.77,44.38,52,0,77.77,0.57,2.95,500,0.02,0.61,88.75,136.2,136.2,4.49,4.91,6.11,7.85,
2176,2176-tram,tram,654,654-tram,329563.9595,5815334.998,Location 654 : 0 - 600,600,600,yes,No,0,600,50,1750,4489.479426,909303.1874,108.4304878,446.95,2567.76,869.42,3014.71,0.03,32.33,0.02,0.37,6,61.59,0.5,5,37,0,9.18,3.29,0,0,0,0.86,25592.32,26.31,44.38,51.46,0,77.77,0.56,2.95,500,0.02,0.61,108.43,136.2,136.2,4.69,4.91,6.1,7.85,
2172,2172-tram,tram,656,656-tram,329647.0113,5815370.021,Location 656 : 0 - 600,600,600,yes,No,0,600,50,1744,4436.052261,832010.192,108.4304878,431.11,2649.59,897.07,3080.69,0.04,33.01,0.02,0.36,6,62.5,0.42,5,44,0,9.27,3.38,0,0,0,0.88,24930.24,25.69,27.92,52.08,0,77.77,0.56,2.95,500,0.02,0.6,108.43,136.2,136.2,4.69,4.91,6.07,7.88,
2167,2167-tram,tram,658,658-tram,329842.0375,5815400.477,Location 658 : 0 - 600,600,600,yes,No,0,600,50,1738,4270.706234,873477.0544,216.8609756,392.65,2783.04,932.02,3175.69,0.04,34.66,0.02,0.27,6,59.53,0.32,6,47,0,9.46,3.47,0,0,0,0.92,34929.6,52,33.85,0,0,52,0.55,2.99,500,0.02,0.6,216.86,27,27,5.38,3.3,5.97,7.93,
2165,2165-tram,tram,659,659-tram,330143.0402,5815431.007,Location 659 : 0 - 600,600,600,yes,No,0,600,50,1735,4156.453182,857954.1193,108.4304878,365.85,2720.66,897.87,3086.51,0.03,35.81,0.03,0.19,6,53.62,0.18,5,40,0,9.76,3.65,0,0,0,0.94,34456.7,26.31,33.77,25.69,0,52,0.53,3.03,500,0.02,0.6,108.43,51.4,51.4,4.69,3.94,5.9,7.91,
2163,2163-tram,tram,660,660-tram,330194.0272,5815431.948,Location 660 : 0 - 600,600,600,yes,No,0,600,50,1732,3980.017714,822794.5498,108.4304878,365.39,2736.9,900.14,3102.29,0.02,35.83,0.03,0.18,5,57.12,0.14,5,38,0,9.81,3.69,0,0,0,0.95,28649.49,25.69,33.77,26.31,0,52,0.53,3.04,500,0.02,0.6,108.43,51.4,51.4,4.69,3.94,5.9,7.91,
224,224-tram,tram,663,663-tram,322682.4933,5815509.041,Location 663 : 0 - 600,600,600,yes,No,0,600,50,1723,3626.811083,725135.5063,348.3921359,1962.55,3870.67,1542.03,5833.22,0.23,184.47,0.09,0.62,8,159.97,0.25,6,55,0,3.28,1.1,0,0,0,0.75,307565.73,60.92,2,0,0,60.92,0.63,2.51,800,0.03,0.67,348.39,2.6,2.6,5.85,0.96,7.58,8.26,
2157,2157-tram,tram,664,664-tram,314203.9856,5815518,Location 664 : 0 - 600,600,600,yes,No,0,600,50,1720,4371.204462,717487.7752,196.1699017,2268.1,5121.3,1820.96,7389.4,0.2,325.38,0.12,0.6,8,139.38,0,6,51,0,7.03,1.49,0,0,0,0.78,31514.08,39.23,38.08,0,0,39.23,0.48,2.81,300,0.07,0.52,196.17,69.1,69.1,5.28,4.24,7.73,8.54,
2136,2136-tram,tram,675,675-tram,323037.0012,5815700.016,Location 675 : 0 - 600,600,600,yes,No,0,600,50,1687,4044.091755,909745.0147,174.1960679,1040.05,3569.98,1418.15,4610.03,0.09,98.52,0.05,0.55,8,130.81,0.05,7,65,0,3.65,1.47,0,0,0,0.75,309964.66,30.46,42,60.92,0,91.38,0.6,2.52,800,0.02,0.67,174.2,37.8,37.8,5.16,3.63,6.95,8.18,
2144,2144-tram,tram,670,670-tram,322887.4844,5815622.529,Location 670 : 0 - 600,600,600,yes,No,0,600,50,1702,3854.241208,856250.482,348.3921359,1111.51,3539.88,1383.74,4651.38,0.13,106.38,0.06,0.58,8,134.31,0.2,7,71,0,3.5,1.31,0,0,0,0.74,199576.82,60.92,2,0,0,60.92,0.61,2.56,800,0.02,0.67,348.39,10.8,10.8,5.85,2.38,7.01,8.17,
2127,2127-tram,tram,681,681-tram,323136.9894,5815766,Location 681 : 0 - 600,600,600,yes,No,0,600,50,1669,4142.694666,928925.6858,174.1960679,997.38,3595.02,1431.7,4592.4,0.08,94.04,0.05,0.57,8,133.49,0.1,7,64,0,3.77,1.59,0,0,0,0.73,310919.05,30.46,26,30.46,0,60.92,0.6,2.51,800,0.02,0.67,174.2,18.4,18.4,5.16,2.91,6.91,8.19,
2128,2128-tram,tram,679,679-tram,317015.4843,5815735.978,Location 679 : 0 - 600,600,600,yes,tram,0,600,50,1675,4293.209157,565070.5107,185.7172319,1604.56,4775.52,1998.44,6380.08,0.1,153.48,0.06,0.66,8,113.26,0,5,36,0,4.68,0.77,0,0,0,0.69,314003.43,62.85,15.31,0,0,62.85,0.63,2.39,650,0.06,0.61,185.72,16.9,16.9,5.22,2.83,7.38,8.47,
2115,2115-tram,tram,686,686-tram,314251.992,5815949.966,Location 686 : 0 - 600,600,600,yes,No,0,600,50,1653,3979.785814,798164.4566,98.08495085,1423.37,4817.04,1706.33,6240.41,0.12,493.44,0.19,0.6,8,124.03,0.27,7,53,0,7.16,1.36,0,0,0,0.82,37451.55,19.54,60.23,19.69,0,39.23,0.53,2.82,300,0.06,0.52,98.08,89.2,89.2,4.59,4.49,7.26,8.48,
2106,2106-tram,tram,690,690-tram,314273.0212,5816005.952,Location 690 : 0 - 600,600,600,yes,tram,0,600,50,1639,4127.889832,808602.1924,98.08495085,1359.77,4537.68,1595.94,5897.44,0.11,506.09,0.2,0.61,8,121.2,0.38,5,50,0,7.17,1.32,0,0,0,0.82,28375.1,19.69,60.23,19.54,0,39.23,0.54,2.84,300,0.06,0.53,98.08,89.2,89.2,4.59,4.49,7.22,8.42,
194,194-tram,tram,689,689-tram,323358.9638,5815998.017,Location 689 : 0 - 600,600,600,yes,No,0,600,50,1644,3826.855541,746660.0325,174.1960679,1063.53,3842.82,1591.39,4906.35,0.11,106.93,0.05,0.62,8,152.68,0.25,7,61,0,4.09,1.91,0,0,0,0.68,310881.84,30.46,85.15,30.46,0,60.92,0.6,2.41,650,0.03,0.68,174.2,228.1,228.1,5.16,5.43,6.97,8.25,
191,191-tram,tram,691,691-tram,323403.9622,5816073.031,Location 691 : 0 - 600,600,600,yes,tram,0,600,50,1638,4017.684055,790136.1025,174.1960679,1041.84,4050.73,1667.39,5092.57,0.11,106.29,0.05,0.62,8,148.08,0.41,7,65,0,4.17,1.86,0,0,0,0.7,310896.93,30.46,85.15,30.46,0,60.92,0.61,2.43,650,0.03,0.67,174.2,228.1,228.1,5.16,5.43,6.95,8.31,
2102,2102-tram,tram,692,692-tram,322303.5213,5816076.491,Location 692 : 0 - 600,600,600,yes,tram,0,600,50,1633,3915.905871,907847.7791,379.9332987,1414.37,5667.76,2279.62,7082.13,0.09,141.09,0.05,0.53,8,120.06,0.32,6,61,0,3.57,1.47,0,0,0,0.73,133040.48,59.31,24.54,0,0,59.31,0.64,2.49,800,0.04,0.68,379.93,9.2,9.2,5.94,2.22,7.25,8.64,
2096,2096-tram,tram,695,695-tram,320307.9984,5816108.994,Location 695 : 0 - 600,600,600,yes,No,0,600,50,1626,5542.820591,693614.5938,692.433848,4520.8,2728.77,990.61,7249.57,0.11,57.53,0.04,0.63,7,83.62,0.32,3,32,0,3.26,1.9,0,0,0,0.36,351024.78,79.54,15.77,0,0,79.54,0.53,2.75,300,0.03,0.72,692.43,7.1,7.1,6.54,1.96,8.42,7.91,
2101,2101-tram,tram,693,693-tram,321878.0354,5816095.492,Location 693 : 0 - 600,600,600,yes,No,0,600,50,1632,3861.789194,901961.3362,586.1760513,1171.35,6385.83,2572.69,7557.19,0.09,116.05,0.04,0.41,8,100.89,0,6,67,0,3.42,1.46,0,0,0,0.87,265949.85,63.46,12.54,0,0,63.46,0.63,2.48,800,0.04,0.7,586.18,2.3,2.3,6.37,0.83,7.07,8.76,
2083,2083-tram,tram,703,703-tram,322457.4752,5816312.005,Location 703 : 0 - 600,600,600,yes,No,0,600,50,1602,4224.27294,938917.6515,379.9332987,1439.84,5487.48,2256.59,6927.32,0.09,143.69,0.05,0.51,8,117.16,0.42,6,61,0,3.85,1.73,0,0,0,0.77,133851.75,59.15,24.54,0,0,59.15,0.63,2.43,800,0.03,0.7,379.93,15.3,15.3,5.94,2.73,7.27,8.61,
180,180-tram,tram,700,700-tram,314301.0008,5816267.488,Location 700 : 0 - 600,600,600,yes,No,0,600,50,1609,3659.433004,686950.3041,196.1699017,1176.23,3170.34,1085.46,4346.57,0.07,541.97,0.29,0.67,8,109.18,0.32,6,44,0,7.26,1.08,0,0,0,0.82,37451.55,39.23,21.85,0,0,39.23,0.56,2.92,300,0.04,0.51,196.17,8.7,8.7,5.28,2.16,7.07,8.06,
173,173-tram,tram,710,710-tram,314294.4874,5816503.488,Location 710 : 0 - 600,600,600,yes,No,0,600,50,1579,4082.193321,569515.6643,196.1699017,1149.35,2378.21,888.32,3527.56,0.08,539.58,0.37,0.76,7,79.01,0.65,5,38,0,7.38,0.87,0,0,0,0.73,37451.55,39.08,10.62,0,0,39.08,0.58,2.68,500,0.05,0.53,196.17,8.7,8.7,5.28,2.16,7.05,7.77,
179,179-tram,tram,701,701-tram,323548.4778,5816312.483,Location 701 : 0 - 600,600,600,yes,tram,0,600,50,1608,4035.295117,731079.7006,390.1074095,1041.59,4265.36,1730.76,5306.95,0.08,116.13,0.05,0.6,8,144.99,0.07,6,53,0,4.45,1.6,0,0,0,0.69,218701.43,60.69,16.77,0,0,60.69,0.6,2.46,650,0.04,0.66,390.11,3,3,5.97,1.1,6.95,8.36,
172,172-tram,tram,712,712-tram,319585.5356,5816537.489,Location 712 : 0 - 600,600,600,yes,No,0,600,50,1573,4906.658799,611206.1579,125.487796,6753.44,442.23,194.7,7195.67,0.04,43.8,0.18,0.44,7,127.62,0.66,2,18,0,3.83,1.8,0,0,0,0.18,380795.81,60.69,15.23,0,76.31,137,0.61,2.27,500,0.07,0.6,125.49,21.4,21.4,4.83,3.06,8.82,6.09,
2056,2056-tram,tram,714,714-tram,313781.9836,5816565.964,Location 714 : 0 - 600,600,600,yes,No,0,600,50,1567,4343.311812,688138.6887,36.70228058,970.49,1967.89,673.8,2938.39,0.16,347.08,0.3,0.61,7,111.9,0.36,4,47,0,7.86,0.69,0,0,0,0.78,33321.11,19.46,37.23,19.54,0,39,0.55,2.92,300,0.04,0.44,36.7,26.9,26.9,3.6,3.29,6.88,7.58,
2052,2052-tram,tram,716,716-tram,313754.9652,5816618.977,Location 716 : 0 - 600,600,600,yes,No,0,600,50,1561,4828.332645,754166.0134,36.70228058,965.45,1875.87,643.57,2841.32,0.25,341.65,0.31,0.61,7,111.38,0.27,4,49,0,7.91,0.64,0,0,0,0.79,36951.54,19.54,37.23,19.46,0,39,0.55,2.91,300,0.04,0.45,36.7,26.9,26.9,3.6,3.29,6.87,7.54,
2055,2055-tram,tram,715,715-tram,323593.0239,5816599.97,Location 715 : 0 - 600,600,600,yes,No,0,600,50,1566,4085.922926,876675.805,195.0537047,1024.72,4672.65,1831.57,5697.37,0.06,121.67,0.05,0.5,8,118.63,0.33,6,46,0,4.7,1.31,0,0,0,0.8,218708.68,30.31,44.92,30.23,0,60.54,0.59,2.55,650,0.03,0.67,195.05,160.3,160.3,5.27,5.08,6.93,8.45,
166,166-tram,tram,718,718-tram,323589.9711,5816651.971,Location 718 : 0 - 600,600,600,yes,No,0,600,50,1555,3848.974763,845957.4027,195.0537047,1015.47,4748.65,1844.15,5764.12,0.06,121.41,0.05,0.48,8,113.48,0.36,5,47,0,4.74,1.26,0,0,0,0.82,142994.23,30.23,44.92,30.31,0,60.54,0.59,2.57,650,0.03,0.67,195.05,160.3,160.3,5.27,5.08,6.92,8.47,
2043,2043-tram,tram,720,720-tram,322701.9886,5816687.96,Location 720 : 0 - 600,600,600,yes,No,0,600,50,1549,4241.32395,873050.3363,379.9332987,1382.92,5109.5,2106.1,6492.42,0.08,141.16,0.05,0.52,8,111.1,0.67,7,52,0,4.29,1.6,0,0,0,0.78,162341.08,59,33.38,0,0,59,0.62,2.43,800,0.03,0.7,379.93,36.6,36.6,5.94,3.6,7.23,8.54,
2033,2033-tram,tram,724,724-tram,321959.9594,5816772.527,Location 724 : 0 - 600,600,600,yes,tram,0,600,50,1537,4060.19571,874793.6646,586.1760513,1282.17,6389.42,2723.91,7671.59,0.12,117.21,0.04,0.45,8,82.31,0.4,6,65,0,4.09,1.96,0,0,0,0.85,273002.78,63.31,33.15,0,0,63.31,0.64,2.35,800,0.03,0.68,586.18,41.5,41.5,6.37,3.73,7.16,8.76,
2037,2037-tram,tram,723,723-tram,321270.9587,5816718.964,Location 723 : 0 - 600,600,600,yes,No,0,600,50,1542,3947.125785,879585.9191,242.4275967,1271.43,6414.05,2796.92,7685.48,0.13,137.71,0.04,0.43,8,93.23,0.52,5,57,0,3.88,1.56,0,0,0,0.87,247214.06,53,24.54,160,0,213,0.62,2.29,650,0.04,0.67,242.43,22.5,22.5,5.49,3.11,7.15,8.77,
2028,2028-tram,tram,726,726-tram,321289.0174,5816845.028,Location 726 : 0 - 600,600,600,yes,No,0,600,50,1531,3965.037089,908064.8783,484.8551933,1413.34,6541.83,2879.27,7955.17,0.18,156.7,0.05,0.47,8,93.61,0.56,6,61,0,4.01,1.46,0,0,0,0.87,236823.97,106.38,24.54,53,0,159.38,0.63,2.27,650,0.04,0.66,484.86,22.5,22.5,6.18,3.11,7.25,8.79,
2019,2019-tram,tram,730,730-tram,313790.9858,5816935.488,Location 730 : 0 - 600,600,600,yes,No,0,600,50,1519,5340.187812,752317.9993,233.4383092,1025.38,1535.99,564.12,2561.36,0.5,406.15,0.42,0.71,7,119.63,0,4,55,0,8.03,0.32,1,0,0,0.77,34862.99,39,29.92,0,0,39,0.59,2.72,500,0.06,0.5,233.44,1.5,1.5,5.45,0.41,6.93,7.34,
2015,2015-tram,tram,732,732-tram,316418.9997,5816992.005,Location 732 : 0 - 600,600,600,yes,No,0,600,50,1513,3925.670239,887483.7567,165.477461,661.2,5054.04,1988.54,5715.24,0.09,79.7,0.03,0.34,8,82.26,0.32,4,39,0,5.95,0.24,1,0,0,0.92,171543.27,62.69,35.69,0,0,62.69,0.59,2.54,500,0.08,0.53,165.48,57.2,57.2,5.11,4.05,6.49,8.53,
2023,2023-tram,tram,729,729-tram,320377.0251,5816918.992,Location 729 : 0 - 600,600,600,yes,No,0,600,50,1524,5137.222165,857575.982,660.2412669,2944.95,4241.96,1914.28,7186.91,0.26,204.48,0.09,0.67,8,87.46,0.48,6,52,0,4.06,1.17,0,0,0,0.67,317810.92,79.54,25.08,0,0,79.54,0.58,2.22,650,0.04,0.67,660.24,66.2,66.2,6.49,4.19,7.99,8.35,
161,161-tram,tram,727,727-tram,322848.9876,5816911.991,Location 727 : 0 - 600,600,600,yes,tram,0,600,50,1530,4106.773491,833063.9927,379.9332987,1284.58,4706.84,1912,5991.42,0.05,135.7,0.06,0.51,8,117.64,0.68,6,48,0,4.56,1.34,0,0,0,0.78,139374.78,59,11.31,0,0,59,0.61,2.46,650,0.03,0.71,379.93,35.7,35.7,5.94,3.58,7.16,8.46,
2014,2014-tram,tram,733,733-tram,313473.9672,5817028.511,Location 733 : 0 - 600,600,600,yes,No,0,600,50,1512,4753.08026,668670.6275,233.4383092,979.71,2920.8,996.95,3900.5,0.43,356.99,0.22,0.78,7,164.51,0,5,39,0,8.35,0.44,1,0,0,0.69,35870.04,39,73.85,0,0,39,0.61,2.93,500,0.06,0.53,233.44,52.5,52.5,5.45,3.96,6.89,7.98,
2001,2001-tram,tram,739,739-tram,322965.5264,5817153.516,Location 739 : 0 - 600,600,600,yes,No,0,600,50,1494,4266.683177,772996.043,322.9627702,1136.4,4019.47,1589.75,5155.87,0.04,127.83,0.06,0.56,8,116.43,0.67,6,51,0,4.83,1.09,0,0,0,0.72,100125.97,58.92,11.31,0,0,58.92,0.59,2.53,650,0.03,0.7,322.96,45.4,45.4,5.78,3.82,7.04,8.3,
2024,2024-tram,tram,728,728-tram,319459.9767,5816921.027,Location 728 : 0 - 600,600,600,yes,No,0,600,50,1525,4601.624631,657655.2414,62.74389799,4097.72,3095.11,1416.87,7192.83,0.06,117.91,0.07,0.62,7,76.03,0.32,5,37,0,4.23,1.56,0,0,0,0.58,244617.64,30.31,12.54,30.38,0,60.69,0.59,2.18,500,0.05,0.67,62.74,2.3,2.3,4.14,0.83,8.32,8.04,
2018,2018-tram,tram,731,731-tram,319419.9756,5816965.002,Location 731 : 0 - 600,600,600,yes,No,0,600,50,1518,4546.079811,748347.1542,62.74389799,3855.34,3285.65,1483.98,7140.99,0.06,123.45,0.07,0.61,7,64.14,0.32,5,39,0,4.29,1.56,0,0,0,0.63,244617.64,30.38,24.54,91,0,121.38,0.59,2.21,500,0.05,0.67,62.74,2.3,2.3,4.14,0.83,8.26,8.1,
2005,2005-tram,tram,737,737-tram,319355.9797,5817092.491,Location 737 : 0 - 600,600,600,yes,No,0,600,50,1500,4487.851191,797366.1065,346.4903964,2981.75,3926.54,1757.81,6908.29,0.06,137.65,0.07,0.53,8,66.47,0.18,5,45,0,4.43,1.52,0,0,0,0.71,244617.64,60.69,36.54,30.38,0,91.08,0.59,2.23,500,0.04,0.68,346.49,25.9,25.9,5.85,3.25,8,8.28,
