          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
7991-bus  -0.7375209732   0.227588183 -0.2486015528 -0.2928262   1.02520007  0.075470042          -0.05418444            0.81741071
7487-bus  -0.1066648117  -0.104345082 -0.2485906895  2.1161908  -0.16795118  0.276650767          -0.29999168           -0.07243325
6503-bus   0.2183216958   0.037912032 -0.2484997220 -0.2928262   0.89262771  0.255473848           0.19162281           -0.84363135
6467-bus   0.3253760747   0.037912032 -0.2484997220 -0.2928262   0.76005534  0.297827685           0.19162281           -0.96227721
6785-bus  -0.5234122154   0.417264334 -0.2484237803 -0.7746296   0.56119680  0.117823879           0.19162281           -0.66566256
9201-bus  -0.4469448018   0.322426258 -0.2483569760  0.1889772   1.22405861  0.223708471          -0.05418444           -0.42837083
10697-bus -0.1487218891  -0.388859308 -0.2483475341 -0.7746296  -0.56566827 -0.041003009           0.43743005           -0.25040204
6728-bus  -0.0569609929   0.464683371 -0.2483100709 -0.2928262   0.95891389  0.064881583           0.19162281           -0.19107911
9158-bus  -0.0493142515  -0.246602195 -0.2482865168  1.1525840   0.95891389  0.340181522           0.43743005           -0.10209471
11396-bus -0.4928252500   0.417264334 -0.2482525055 -0.7746296   1.15777243  0.181354634          -0.54579893           -0.33938644
5686-bus   0.1074439462  -1.574335252 -0.2482504750 -0.7746296  -0.63195445 -0.813960528          -0.29999168           -0.45803230
8465-bus  -0.5769394048   0.844035673 -0.2482148393  1.1525840   0.82634153  0.594304542          -0.05418444           -0.66566256
5185-bus  -0.3704773883   0.369845296 -0.2482086462  2.1161908  -1.42738861  0.149589256          -2.02064239            1.67759321
8623-bus   0.0042129379   0.701778560 -0.2481865135 -0.2928262   0.82634153  0.329593062          -1.28322066            0.63944192
8665-bus  -0.6572301890  -0.151764120 -0.2481678326  0.6707806  -0.63195445 -0.305714488          -2.02064239            0.37248873
9343-bus  -0.0072571741   0.606940485 -0.2481602182 -0.7746296   1.29034479  0.244885389          -0.54579893           -0.25040204
7956-bus  -0.0607843636   0.606940485 -0.2481207244  1.6343874   0.42862444  0.509596868           0.43743005           -0.13175618
2945-bus   0.0730336101  -0.483697384 -0.2481143283 -0.2928262   0.49491062  0.033116206          -0.54579893            0.75808778
9620-bus  -0.0722544756   0.844035673 -0.2481101657 -0.7746296   1.42291715  0.266062307          -1.03741341            0.31316580
9206-bus  -0.3475371643   0.654359522 -0.2479643740  0.1889772   0.89262771  0.869604480           0.43743005           -0.48769376
9199-bus  -0.4163578364   0.654359522 -0.2479509725  0.1889772   0.82634153  0.837839103           0.19162281           -0.36904790
6497-bus   0.7191832544  -3.518515801 -0.2478366540  1.1525840  -0.96338535 -5.578767157          -1.52902790            0.72842632
5619-bus   0.8415311160  -3.660772914 -0.2478132014  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
6372-bus   0.4821342725  -0.009507006 -0.2477466002  0.1889772   0.89262771  0.064881583          -2.02064239            2.00386933
4699-bus  -0.2940099748  -3.660772914 -0.2476489319 -0.7746296  -2.22282278 -6.245840085           1.66646627           -1.58516798
6048-bus   0.4744875311  -0.151764120 -0.2475949199 -0.7746296  -0.23423736  0.011939287          -1.77483515           -0.25040204
9095-bus  -0.0034338034  -0.199183157 -0.2475247653  1.6343874   0.89262771  0.329593062           0.43743005           -0.10209471
9777-bus  -0.1143115530   0.891454711 -0.2473161288 -1.2564330   1.62177569  0.340181522          -0.54579893            0.01655115
3610-bus  -0.0072571741   0.132750107 -0.2472370399 -0.7746296   0.16347972 -0.030414550          -0.29999168           -0.45803230
10120-bus -0.2251893026   0.464683371 -0.2472367353 -1.2564330   1.09148625  0.181354634          -0.54579893           -0.10209471
5252-bus   0.2947891093  -0.246602195 -0.2471156145  0.1889772  -0.49938209 -0.030414550          -1.28322066            0.01655115
4320-bus  -0.7566378266   0.417264334 -0.2470890146  1.1525840  -1.02967153  0.223708471          -0.79160617            1.02504097
4334-bus  -0.5769394048   0.369845296 -0.2470890146  0.6707806  -1.16224389  0.149589256          -0.54579893            0.78774925
9074-bus  -0.0722544756   0.085331069 -0.2470539880  1.1525840   0.89262771  0.382535358           0.43743005           -0.28006351
5633-bus  -0.3513605349  -0.009507006 -0.2469985547  1.1525840  -0.69824063 -0.019826090          -1.77483515            0.37248873
9276-bus  -0.1487218891  -0.104345082 -0.2469407863  1.1525840   0.95891389  0.456654573           0.43743005           -0.28006351
4774-bus  -0.1296050357  -3.660772914 -0.2468517477 -0.7746296  -2.22282278 -5.091698035           1.66646627           -1.58516798
8682-bus  -0.5998796289   0.559521447 -0.2468420012  0.6707806  -0.56566827  0.244885389          -1.28322066            1.11402537
11936-bus  0.2259684372  -0.009507006 -0.2467722527 -0.7746296   0.76005534  0.054293124          -0.79160617            1.11402537
6055-bus   0.4094902296  -0.246602195 -0.2467552978 -0.7746296  -0.30052354  0.011939287          -1.52902790           -0.28006351
8758-bus  -0.1104881823  -0.009507006 -0.2467106262 -0.2928262   0.82634153  0.181354634           0.43743005           -0.19107911
11741-bus -0.3972409831   0.844035673 -0.2466949912 -0.7746296   0.95891389  0.403712277          -0.05418444            0.84707218
8268-bus   0.2603787732   0.796616636 -0.2466565127  2.1161908   0.29605208  0.424889195           0.19162281            0.22418141
6257-bus  -0.5845861462   0.559521447 -0.2466512334  1.6343874  -0.83081299  0.721366052          -1.28322066            0.78774925
8997-bus  -0.3704773883  -1.953687555 -0.2466475784  0.1889772   0.82634153  0.149589256           1.66646627           -0.45803230
9011-bus  -0.5539991808   0.749197598 -0.2465296049  0.1889772   1.22405861  0.297827685           0.43743005           -0.72498549
8677-bus  -0.6572301890   0.417264334 -0.2464585365  0.6707806  -0.63195445 -0.009237631          -1.52902790            0.87673364
12068-bus  0.4630174191  -3.376258687 -0.2464577243 -1.7382364   1.29034479 -6.298782381          -2.02064239            2.09285372
5856-bus  -0.3590072763  -0.957887762 -0.2463429997  0.6707806  -1.36110243  0.329593062          -0.54579893            2.09285372
9322-bus  -0.0263740275   0.417264334 -0.2462666519 -0.7746296   1.22405861  0.234296930          -0.54579893           -0.25040204
5368-bus   0.4324304537   0.275007220 -0.2461487799  0.6707806  -0.76452681  0.382535358          -0.54579893           -0.13175618
10680-bus -0.6534068184   0.085331069 -0.2461319266 -0.2928262   0.95891389  0.107235420           0.43743005           -0.04277178
10020-bus -0.6495834477   0.180169145 -0.2461103015 -0.7746296   0.69376916  0.297827685           0.19162281           -0.54701669
10042-bus -0.5501758101   0.512102409 -0.2460761886 -0.7746296   0.69376916  0.223708471          -0.05418444           -0.13175618
9609-bus  -0.3284203109   0.512102409 -0.2460516193  1.1525840   1.15777243  0.774308348           0.43743005           -0.99193867
7656-bus  -0.4507681725   0.938873749 -0.2460467460 -0.7746296   0.76005534  0.456654573          -0.05418444            0.04621261
8565-bus  -0.3016567162  -0.009507006 -0.2459824799 -0.7746296   0.76005534 -0.051591468          -1.77483515           -0.36904790
8122-bus  -0.0531376222   0.369845296 -0.2459346610 -0.2928262   1.15777243 -0.146887600          -0.29999168            0.28350434
10068-bus -0.6075263702   0.180169145 -0.2459114115 -0.7746296   0.69376916  0.329593062           0.19162281           -0.57667816
7074-bus   0.0615634981  -0.151764120 -0.2458425767  0.1889772   0.49491062  0.117823879          -0.29999168           -0.75464695
7920-bus  -0.4545915432  -0.104345082 -0.2457697824  0.6707806   0.56119680  0.308416144          -0.54579893            0.13519701
8539-bus  -0.5501758101   0.559521447 -0.2457437917 -0.2928262   0.82634153  0.266062307          -0.54579893           -0.28006351
9096-bus  -0.4469448018   0.796616636 -0.2457147552  0.6707806  -0.10166500  0.435477654          -1.28322066            0.58011899
5195-bus   0.3827266349  -2.095944668 -0.2457093743  0.6707806  -1.09595771 -0.517483672          -2.02064239            1.49962442
7848-bus  -0.4775317673  -0.341440271 -0.2456390166  0.1889772   1.22405861  0.149589256          -0.05418444            0.25384287
8515-bus  -0.5081187327   0.559521447 -0.2455734306 -0.2928262   0.76005534  0.234296930          -0.79160617            0.01655115
5550-bus   1.1741643648  -3.660772914 -0.2455643948  0.6707806  -0.56566827 -3.937555985           0.68323730            2.09285372
9103-bus  -0.3895942417   0.749197598 -0.2455595215  1.1525840  -0.10166500  0.530773787          -1.28322066            0.58011899
7959-bus  -0.4163578364  -0.104345082 -0.2455318048 -0.2928262   1.35663097  0.160177716          -0.05418444            0.46147313
9118-bus  -0.4201812071  -0.246602195 -0.2455302819 -0.2928262   0.49491062  0.255473848          -0.54579893           -1.05126160
9495-bus  -0.3857708710   0.701778560 -0.2454100749  2.1161908   1.22405861  0.901369858           0.43743005           -1.34787626
5511-bus   1.0097594258  -3.660772914 -0.2453493622 -0.2928262  -2.42168132 -1.893983364          -2.02064239           -1.58516798
9056-bus  -0.1487218891   0.322426258 -0.2451917934  1.1525840   0.95891389  0.424889195           0.43743005           -0.30972497
8956-bus  -0.5463524394   0.275007220 -0.2451675286  1.1525840  -0.10166500  0.456654573          -1.28322066           -0.01311032
8586-bus  -0.2098958199  -0.009507006 -0.2451583913 -0.2928262   0.69376916  0.075470042          -1.28322066           -0.16141764
9207-bus  -0.5616459221   0.701778560 -0.2451100648  0.1889772   1.22405861  0.350769981           0.43743005           -0.57667816
8043-bus  -0.3475371643   0.085331069 -0.2450459002 -0.2928262   1.42291715  0.170766175          -0.05418444            0.52079606
7118-bus   0.0156830500   0.132750107 -0.2450412300 -0.2928262   0.62748298  0.234296930          -0.29999168           -0.78430842
10703-bus -0.0378441395  -0.815630648 -0.2449979798 -0.7746296  -0.49938209 -0.231595274           0.68323730           -0.42837083
8202-bus  -0.4737083966   0.749197598 -0.2449422419  0.6707806   0.49491062  0.488419950          -0.79160617            0.25384287
11302-bus -0.1372517771  -0.104345082 -0.2448905650  2.1161908  -1.69253334  0.128412338          -1.03741341            0.93605657
11294-bus -0.0799012169   0.085331069 -0.2448537110  2.1161908  -1.69253334  0.191943093          -1.28322066            0.87673364
3867-bus  -0.4584149139   0.227588183 -0.2448380759 -0.7746296   0.09719354  0.266062307          -0.05418444           -1.08092307
8082-bus  -0.3360670522   0.322426258 -0.2447612205 -0.2928262   1.48920333  0.213120011          -0.05418444            0.49113459
8109-bus  -0.4048877244   0.844035673 -0.2447195948  1.1525840   0.82634153  0.594304542           0.19162281           -0.07243325
9411-bus  -0.2251893026   0.037912032 -0.2446512676  1.6343874   1.02520007  0.562539164           0.43743005           -0.51735523
7129-bus  -0.7069340078  -0.246602195 -0.2446232464 -0.2928262  -0.30052354  0.086058501           1.66646627           -1.37753772
5372-bus   0.4744875311  -1.479497177 -0.2445198926  0.1889772  -0.03537882 -0.337479866          -2.02064239            0.07587408
10752-bus -0.6037029996  -0.056926044 -0.2444933943 -0.2928262   0.95891389  0.054293124           0.43743005            0.07587408
7161-bus  -0.6266432236   0.227588183 -0.2444393823 -0.2928262  -0.23423736  0.350769981          -1.77483515            1.29199416
8124-bus  -0.3781241297   0.417264334 -0.2444304480 -0.2928262   1.48920333  0.234296930          -0.05418444            0.40215020
5998-bus  -0.8139883868   0.275007220 -0.2442930830 -0.2928262   0.03090736 -0.019826090           0.43743005           -1.22923040
8163-bus  -0.4278279485   0.559521447 -0.2442587671 -0.2928262   1.48920333  0.244885389          -0.29999168            0.28350434
5261-bus   0.3024358507  -0.436278346 -0.2442534877  0.1889772  -0.43309591 -0.072768386          -1.28322066           -0.13175618
964-tram  -0.5998796289   0.464683371  0.8051775599  1.6343874   1.42291715  0.954312154           1.17485179           -1.37753772
11314-bus -0.2060724492  -0.863049686 -0.2441612003  2.1161908  -1.62624716 -0.083356845          -0.54579893            0.81741071
5413-bus  -0.4966486206  -0.578535459 -0.2440700298  2.1161908  -1.09595771 -0.199829896          -2.02064239            0.60978045
5028-bus   0.8185908920  -0.009507006 -0.2440558161 -0.2928262  -1.62624716 -0.115122223           0.19162281           -1.16990747
5441-bus   0.5662484273  -1.242401988 -0.2440224140 -0.2928262  -0.03537882 -0.295126029          -1.77483515            0.52079606
6884-bus  -0.5119421033   0.796616636 -0.2439463708 -0.7746296   0.56119680  0.107235420           0.43743005           -0.30972497
6479-bus  -0.4966486206   0.654359522 -0.2439278930  0.1889772   0.09719354  0.573127623           0.43743005           -0.75464695
5930-bus  -0.7948715334  -0.246602195 -0.2437980409 -0.2928262   0.03090736 -0.157476060           0.43743005           -0.96227721
5114-bus  -0.2710697507   0.227588183 -0.2437939799  1.6343874  -1.55996098  0.329593062          -2.02064239            1.85556200
5032-bus  -0.3781241297   0.559521447 -0.2437891066  0.1889772  -0.83081299  0.319004603          -1.28322066           -0.04277178
8789-bus  -0.4584149139  -0.009507006 -0.2436838239 -0.2928262   0.29605208 -0.051591468          -0.54579893            0.69876485
9169-bus  -0.3934176124  -0.199183157 -0.2436612851 -0.2928262   0.56119680  0.266062307          -0.54579893           -0.90295428
5236-bus   0.2833189973  -0.483697384 -0.2436460561 -0.2928262  -0.43309591 -0.062179927          -1.28322066           -0.10209471
5336-bus   0.2336151785   0.701778560 -0.2435932625  0.1889772  -0.49938209  0.287239226          -1.28322066           -0.54701669
7842-bus   0.4859576431  -0.151764120 -0.2435864602  1.1525840  -0.03537882  0.086058501          -0.79160617            0.01655115
9144-bus  -0.4048877244   0.654359522 -0.2433831031  1.1525840  -0.10166500  0.541362246          -1.77483515            0.75808778
